"origine";"destination";"premiereclasse";"secondeclasse";"loisir2nd";"Commentaires"
"1365";"DIJON VILLE";"LILLE EUROPE";"144";20;"111";""
"1366";"DIJON VILLE";"LILLE FLANDRES";"144";20;"111";""
"1367";"DIJON VILLE";"LISIEUX";"112";20;"86";""
"1368";"DIJON VILLE";"LYON PART DIEU";"60";NA;"37";""
"1369";"DIJON VILLE";"LYON PERRACHE";"60";NA;"37";""
"1370";"DIJON VILLE";"LYON ST EXUPERY";"51";NA;"36";""
"1371";"DIJON VILLE";"MACON LOCHE TGV";"39";NA;"26";""
"1372";"DIJON VILLE";"MACON VILLE";"37";NA;"24,5";""
"1373";"DIJON VILLE";"MANTES LA J. TGV";"89";NA;"65";""
"1374";"DIJON VILLE";"MANTES LA JOLIE";"89";20;"65";""
"1375";"DIJON VILLE";"MARNE LA VALLEE CHESSY";"90";15;"67";""
"1376";"DIJON VILLE";"MARSEILLE ST CHARLES";"122";20;"91";""
"1377";"DIJON VILLE";"METZ VILLE";"83";20;"64";""
"1378";"DIJON VILLE";"MONTAUBAN VILLE BOURBON";"157";NA;"122";""
"1379";"DIJON VILLE";"MONTBARD";"23,5";NA;"16,5";""
"1380";"DIJON VILLE";"MONTBELIARD";"50";NA;"34";""
"1381";"DIJON VILLE";"MONTPELLIER";"122";20;"91";""
"1382";"DIJON VILLE";"MOUCHARD";"24,5";NA;"17,5";""
"1383";"DIJON VILLE";"MULHOUSE VILLE";"75";15;"57";""
"1384";"DIJON VILLE";"NANCY VILLE";"64";15;"40";""
"1385";"DIJON VILLE";"NARBONNE";"141";25;"107";""
"1386";"DIJON VILLE";"NEUFCHATEAU";"48";NA;"29";""
"1387";"DIJON VILLE";"NICE VILLE";"161";25;"124";""
"1388";"DIJON VILLE";"NIMES";"110";20;"84";""
"1389";"DIJON VILLE";"PARIS BERCY";"89";20;"65";""
"1390";"DIJON VILLE";"PARIS GARE DE LYON";"90";15;"67";""
"1391";"DIJON VILLE";"PARIS NORD";"89";20;"65";""
"1392";"DIJON VILLE";"PERPIGNAN";"141";20;"107";""
"1393";"DIJON VILLE";"PONTARLIER";"40";NA;"26,5";""
"1394";"DIJON VILLE";"SETE";"134";NA;"101";""
"1395";"DIJON VILLE";"ST RAPHAEL VALESCURE";"161";25;"124";""
"1396";"DIJON VILLE";"STRASBOURG";"75";20;"57";""
"1397";"DIJON VILLE";"TOUL";"64";NA;"40";""
"1398";"DIJON VILLE";"TOULON";"124";25;"95";""
"1399";"DIJON VILLE";"TOULOUSE MATABIAU";"157";25;"122";""
"1400";"DIJON VILLE";"VALENCE";"76";15;"57";""
"1401";"DIJON VILLE";"VALENCE TGV";"81";20;"63";""
"1402";"DOL DE BRETAGNE";"PARIS MONTPARNASSE 1 ET 2";"138";20;"95";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"1403";"DOLE VILLE";"AEROPORT CDG 2 TGV ROISSY";"105";20;"79";""
"1404";"DOLE VILLE";"BELFORT";"44";NA;"30";""
"1405";"DOLE VILLE";"FRASNE";"24,5";NA;"17,5";""
"1406";"DOLE VILLE";"LILLE EUROPE";"139";25;"113";""
"1407";"DOLE VILLE";"LILLE FLANDRES";"139";25;"113";""
"1408";"DOLE VILLE";"MARNE LA VALLEE CHESSY";"105";20;"79";""
"1409";"DOLE VILLE";"MONTBARD";"36";NA;"23,5";""
"1410";"DOLE VILLE";"MONTBELIARD";"41";NA;"27";""
"1411";"DOLE VILLE";"MOUCHARD";"13,5";NA;"9,2";""
"1412";"DOLE VILLE";"PARIS GARE DE LYON";"105";20;"79";""
"1413";"DOLE VILLE";"PARIS MONTPARNASSE 1 ET 2";"106";20;"76";""
"1414";"DOLE VILLE";"PONTARLIER";"29";NA;"19,5";""
"1415";"DOL";"PARIS MONTPARNASSE 1 ET 2";"123";20;"85";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"1416";"DOL";"RENNES";"20";NA;"13,6";""
"1417";"DOL";"ST MALO";"10,7";NA;"7,2";""
"1418";"DOL";"VITRE";"30";NA;"21";""
"1419";"DOUAI";"AURAY";"153";25;"116";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"1420";"DOUAI";"LIBOURNE";"172";25;"130";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"1421";"DOUAI";"REDON";"144";25;"113";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"1422";"DOUAI";"ST MALO";"147";25;"116";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"1423";"DOUAI";"AURAY";"150";25;"114";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"1424";"DOUAI";"LIBOURNE";"171";25;"130";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"1425";"DOUAI";"MONTAUBAN VILLE BOURBON";"174";30;"144";""
"1426";"DOUAI";"NARBONNE";"188";30;"150";""
"1427";"DOUAI";"REDON";"137";25;"108";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"1428";"DOUAI";"SALLANCHES COMBLOUX MEGEVE";"167";NA;"127";""
"1429";"DOUAI";"SETE";"188";30;"150";""
"1430";"DOUAI";"ST GERVAIS LES BAINS LE FAYET";"167";NA;"127";""
"1431";"DOUAI";"ST JEAN DE LUZ CIBOURE";"174";30;"144";""
"1432";"DOUAI";"ST MALO";"140";25;"110";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"1433";"DOUAI";"ST MICHEL VALLOIRE";"167";NA;"127";""
"1434";"DOUAI";"ST PIERRE DES CORPS";"134";25;"101";""
"1435";"DOUAI";"TOULOUSE MATABIAU";"188";30;"150";""
"1436";"DOUAI";"VALENCIENNES";"14,6";NA;"10";""
"1437";"DUNKERQUE";"AEROPORT CDG 2 TGV ROISSY";"85";15;"66";""
"1438";"DUNKERQUE";"AIME LA PLAGNE";"167";25;"127";""
"1439";"DUNKERQUE";"AIX LES BAINS LE REVARD";"167";25;"127";""
"1440";"DUNKERQUE";"ALBERTVILLE";"167";25;"127";""
"1441";"DUNKERQUE";"ANNECY";"167";25;"127";""
"1442";"DUNKERQUE";"ANNEMASSE";"167";25;"127";""
"1443";"DUNKERQUE";"ARRAS";"35";NA;"23,5";""
"1444";"DUNKERQUE";"BETHUNE";"23";NA;"16";""
"1445";"DUNKERQUE";"BOURG ST MAURICE";"167";25;"127";""
"1446";"DUNKERQUE";"CHAMBERY CHALLES LES EAUX";"167";25;"127";""
"1447";"DUNKERQUE";"CLUSES 74";"167";25;"127";""
"1448";"DUNKERQUE";"DOUAI";"40";NA;"27";""
"1449";"DUNKERQUE";"HAZEBROUCK";"15,5";NA;"10,7";""
"1450";"DUNKERQUE";"LA ROCHE SUR FORON";"167";25;"127";""
"1451";"DUNKERQUE";"LANDRY";"167";25;"127";""
"1452";"DUNKERQUE";"LENS";"29";NA;"20,5";""
"1453";"DUNKERQUE";"LILLE EUROPE";"33";NA;"21,5";""
"1454";"DUNKERQUE";"LILLE FLANDRES";"33";NA;"21,5";""
"1455";"DUNKERQUE";"LYON PART DIEU";"154";25;"116";""
"1456";"DUNKERQUE";"LYON PERRACHE";"154";25;"116";""
"1457";"DUNKERQUE";"LYON ST EXUPERY";"154";25;"116";""
"1458";"DUNKERQUE";"MARNE LA VALLEE CHESSY";"85";15;"66";""
"1459";"DUNKERQUE";"MODANE";"167";25;"127";""
"1460";"DUNKERQUE";"MOUTIERS SALINS BRIDES";"167";25;"127";""
"1461";"DUNKERQUE";"PARIS NORD";"85";15;"66";""
"1462";"DUNKERQUE";"SALLANCHES COMBLOUX MEGEVE";"167";25;"127";""
"1463";"DUNKERQUE";"ST AVRE LA CHAMBRE";"167";25;"127";""
"1464";"DUNKERQUE";"ST GERVAIS LES BAINS LE FAYET";"167";25;"127";""
"1465";"DUNKERQUE";"ST JEAN DE MAURIENNE ARVAN";"167";25;"127";""
"1466";"DUNKERQUE";"ST MICHEL VALLOIRE";"167";25;"127";""
"1467";"DUNKERQUE";"TGV HAUTE PICARDIE";"43";NA;"29";""
"1468";"DUNKERQUE";"VALENCE";"159";25;"127";""
"1469";"DUNKERQUE";"VALENCE TGV";"159";25;"127";""
"1470";"EPINAL";"PARIS EST";"123";25;"85";""
"1471";"EPINAL";"REMIREMONT";"11";NA;"7,5";""
"1472";"ETAPLES LE TOUQUET";"CALAIS FRETHUN";"23";NA;"15,5";""
"1473";"ETAPLES LE TOUQUET";"LILLE EUROPE";"54";NA;"38";""
"1474";"ETAPLES LE TOUQUET";"PARIS NORD";"86";15;"66";""
"1475";"EVIAN LES BAINS";"THONON LES BAINS";"6,9";NA;"3,6";""
"1476";"EVREUX EMBRANCHEMENT";"AEROPORT CDG 2 TGV ROISSY";"48";15;"38";""
"1477";"EVREUX EMBRANCHEMENT";"AIME LA PLAGNE";"165";25;"125";""
"1478";"EVREUX EMBRANCHEMENT";"ALBERTVILLE";"165";25;"125";""
"1479";"EVREUX EMBRANCHEMENT";"BERNAY";"26";NA;"13,2";""
"1480";"EVREUX EMBRANCHEMENT";"BOURG ST MAURICE";"165";25;"125";""
"1481";"EVREUX EMBRANCHEMENT";"LANDRY";"165";25;"125";""
"1482";"EVREUX EMBRANCHEMENT";"LISIEUX";"26,5";NA;"18,5";""
"1483";"EVREUX EMBRANCHEMENT";"LISON";"49";NA;"35";""
"1484";"EVREUX EMBRANCHEMENT";"MANTES LA J. TGV";"24,5";NA;"20,5";""
"1485";"EVREUX EMBRANCHEMENT";"MANTES LA JOLIE";"24,5";NA;"20,5";""
"1486";"EVREUX EMBRANCHEMENT";"MARNE LA VALLEE CHESSY";"48";15;"38";""
"1487";"EVREUX EMBRANCHEMENT";"MASSY PALAISEAU";"25";NA;"17";""
"1488";"EVREUX EMBRANCHEMENT";"MONTBARD";"96";20;"75";""
"1489";"EVREUX EMBRANCHEMENT";"MOUTIERS SALINS BRIDES";"165";25;"125";""
"1490";"FACTURE BIGANOS";"FUTUROSCOPE";"74";NA;"51";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"1491";"FACTURE BIGANOS";"PARIS MONTPARNASSE 1 ET 2";"173";25;"118";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"1492";"FACTURE BIGANOS";"POITIERS";"74";NA;"51";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"1493";"FACTURE BIGANOS";"ST PIERRE DES CORPS";"98";20;"69";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"1494";"FACTURE BIGANOS";"ARCACHON";"9,2";NA;"5,8";""
"1495";"FACTURE BIGANOS";"BAYONNE";"44";NA;"31";""
"1496";"FACTURE BIGANOS";"CHATELLERAULT";"75";NA;"51";""
"1497";"FACTURE BIGANOS";"FUTUROSCOPE";"68";NA;"47";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"1498";"FACTURE BIGANOS";"LA TESTE";"8,4";NA;"5,1";""
"1499";"FACTURE BIGANOS";"LIBOURNE";"25";NA;"17,5";""
"1500";"FACTURE BIGANOS";"LOURDES";"57";15;"40";""
"1501";"FACTURE BIGANOS";"MORCENX";"37";NA;"18";""
"1502";"FACTURE BIGANOS";"PARIS MONTPARNASSE 1 ET 2";"134";25;"102";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"1503";"FACTURE BIGANOS";"POITIERS";"68";NA;"47";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"1504";"FACTURE BIGANOS";"ST JEAN DE LUZ CIBOURE";"48";NA;"34";""
"1505";"FACTURE BIGANOS";"ST PIERRE DES CORPS";"85";20;"60";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"1506";"FACTURE BIGANOS";"TARBES";"62";15;"42";""
"1507";"FONTAINEBLEAU AVON";"AIX EN PROVENCE TGV";"148";25;"105";""
"1508";"FONTAINEBLEAU AVON";"AVIGNON TGV";"142";25;"103";""
"1509";"FONTAINEBLEAU AVON";"LAROCHE MIGENNES";"35";NA;"23";""
"1510";"FONTAINEBLEAU AVON";"LE CREUSOT MONTCEAU MONTCHANIN";"84";NA;"67";""
"1511";"FONTAINEBLEAU AVON";"LYON PART DIEU";"110";25;"81";""
"1512";"FONTAINEBLEAU AVON";"LYON ST EXUPERY";"110";25;"81";""
"1513";"FONTAINEBLEAU AVON";"MARSEILLE ST CHARLES";"148";25;"105";""
"1514";"FONTAINEBLEAU AVON";"SENS";"22";NA;"14,8";""
"1515";"FONTAINEBLEAU AVON";"VALENCE TGV";"133";25;"93";""
"1516";"FORBACH";"LORRAINE TGV";"30";NA;"17,5";""
"1517";"FORBACH";"PARIS EST";"124";25;"74";""
"1518";"FRASNE";"MONTBARD";"31";NA;"23,5";""
"1519";"FRASNE";"MOUCHARD";"16,5";NA;"10,8";""
"1520";"FRASNE";"PARIS GARE DE LYON";"109";20;"82";""
"1521";"FRASNE";"PONTARLIER";"8,2";NA;"4,9";""
"1522";"FUTUROSCOPE";"ARCACHON";"76";NA;"51";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"1523";"FUTUROSCOPE";"ST PIERRE DES CORPS";"29,5";NA;"20,5";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"1524";"FUTUROSCOPE";"ARCACHON";"73";NA;"49";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"1525";"FUTUROSCOPE";"BAYONNE";"95";NA;"66";""
"1526";"FUTUROSCOPE";"CHATELLERAULT";"10,5";NA;"6,7";""
"1527";"FUTUROSCOPE";"DOUAI";"143";25;"109";""
"1528";"FUTUROSCOPE";"LIBOURNE";"55";NA;"39";""
"1529";"FUTUROSCOPE";"MARMANDE";"84";NA;"58";""
"1530";"FUTUROSCOPE";"MONTAUBAN VILLE BOURBON";"97";20;"67";""
"1531";"FUTUROSCOPE";"ST JEAN DE LUZ CIBOURE";"100";NA;"69";""
"1532";"FUTUROSCOPE";"ST PIERRE DES CORPS";"28,5";NA;"20";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"1533";"FUTUROSCOPE";"TARBES";"105";25;"73";""
"1534";"FUTUROSCOPE";"TGV HAUTE PICARDIE";"129";25;"102";""
"1535";"FUTUROSCOPE";"TOULOUSE MATABIAU";"105";25;"73";""
"1536";"GENEVE";"AVIGNON";"97";20;"66";""
"1537";"GENEVE";"ST PERAY";"75";NA;"49";""
"1538";"GENEVE";"VALENCE";"75";NA;"49";""
"1539";"GENEVE";"VILLENEUVE LES AVIGNONS";"97";20;"66";""
"1540";"GRENOBLE";"AEROPORT CDG 2 TGV ROISSY";"145";25;"108";""
"1541";"GRENOBLE";"AIX LES BAINS LE REVARD";"25";NA;"17,5";""
"1542";"GRENOBLE";"ANNECY";"37";NA;"24,5";""
"1543";"GRENOBLE";"ARRAS";"167";25;"127";""
"1544";"GRENOBLE";"DOUAI";"167";25;"127";""
"1545";"GRENOBLE";"LA BAULE ESCOUBLAC";"165";25;"125";""
"1546";"GRENOBLE";"LE CREUSOT MONTCEAU MONTCHANIN";"77";NA;"51";""
"1547";"GRENOBLE";"LILLE EUROPE";"167";25;"127";""
"1548";"GRENOBLE";"LYON PART DIEU";"38";NA;"26";""
"1549";"GRENOBLE";"LYON PERRACHE";"38";NA;"26";""
"1550";"GRENOBLE";"LYON ST EXUPERY";"48";NA;"27,5";""
"1551";"GRENOBLE";"MACON LOCHE TGV";"51";NA;"36";""
"1552";"GRENOBLE";"MACON VILLE";"51";NA;"36";""
"1553";"GRENOBLE";"MARNE LA VALLEE CHESSY";"145";25;"108";""
"1554";"GRENOBLE";"MARSEILLE ST CHARLES";"86";20;"65";""
"1555";"GRENOBLE";"MASSY PALAISEAU";"145";25;"108";""
"1556";"GRENOBLE";"NANTES";"165";25;"125";""
"1557";"GRENOBLE";"PARIS GARE DE LYON";"145";25;"108";""
"1558";"GRENOBLE";"PARIS NORD";"145";25;"108";""
"1559";"GRENOBLE";"RENNES";"167";25;"127";""
"1560";"GRENOBLE";"ST NAZAIRE";"165";25;"125";""
"1561";"GRENOBLE";"ST PIERRE DES CORPS";"157";25;"112";""
"1562";"GRENOBLE";"TGV HAUTE PICARDIE";"156";25;"119";""
"1563";"GRENOBLE";"VALENCE TGV";"33";NA;"24,5";""
"1564";"GRENOBLE";"VERSAILLES CHANTIERS";"145";25;"108";""
"1565";"GROISY THORENS LA CAILLE";"AIX LES BAINS LE REVARD";"19";NA;"13,2";""
"1566";"GROISY THORENS LA CAILLE";"ANNECY";"8,4";NA;"5,3";""
"1567";"GROISY THORENS LA CAILLE";"BONNEVILLE";"13,7";NA;"9,3";""
"1568";"GROISY THORENS LA CAILLE";"BOURG EN BRESSE";"44";NA;"31";""
"1569";"GROISY THORENS LA CAILLE";"CLUSES 74";"17,5";NA;"11,9";""
"1570";"GROISY THORENS LA CAILLE";"LA ROCHE SUR FORON";"10,7";NA;"7,3";""
"1571";"GROISY THORENS LA CAILLE";"SALLANCHES COMBLOUX MEGEVE";"22";NA;"15,5";""
"1572";"GROISY THORENS LA CAILLE";"ST GERVAIS LES BAINS LE FAYET";"23,5";NA;"16,5";""
"1573";"GUINGAMP";"AEROPORT CDG 2 TGV ROISSY";"137";20;"98";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"1574";"GUINGAMP";"MARNE LA VALLEE CHESSY";"137";20;"98";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"1575";"GUINGAMP";"PARIS MONTPARNASSE 1 ET 2";"137";20;"98";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"1576";"GUINGAMP";"AEROPORT CDG 2 TGV ROISSY";"123";20;"88";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"1577";"GUINGAMP";"AIME LA PLAGNE";"179";30;"137";""
"1578";"GUINGAMP";"AIX LES BAINS LE REVARD";"179";30;"137";""
"1579";"GUINGAMP";"ALBERTVILLE";"179";30;"137";""
"1580";"GUINGAMP";"ANNECY";"179";30;"137";""
"1581";"GUINGAMP";"ANNEMASSE";"179";30;"137";""
"1582";"GUINGAMP";"ARRAS";"153";25;"119";""
"1583";"GUINGAMP";"BOURG ST MAURICE";"179";30;"137";""
"1584";"GUINGAMP";"CLUSES 74";"179";30;"137";""
"1585";"GUINGAMP";"DOUAI";"153";25;"119";""
"1586";"GUINGAMP";"LA ROCHE SUR FORON";"179";30;"137";""
"1587";"GUINGAMP";"LAMBALLE";"18,5";NA;"12,6";""
"1588";"GUINGAMP";"LANDERNEAU";"30";NA;"21";""
"1589";"GUINGAMP";"LANDRY";"179";30;"137";""
"1590";"GUINGAMP";"LANNION";"16";NA;"11";""
"1591";"GUINGAMP";"LE CREUSOT MONTCEAU MONTCHANIN";"150";25;"116";""
"1592";"GUINGAMP";"LILLE EUROPE";"153";25;"119";""
"1593";"GUINGAMP";"LYON PART DIEU";"156";25;"122";""
"1594";"GUINGAMP";"LYON PERRACHE";"156";25;"122";""
"1595";"GUINGAMP";"MARNE LA VALLEE CHESSY";"123";20;"88";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"1596";"GUINGAMP";"MORLAIX";"19,5";NA;"13,5";""
"1597";"GUINGAMP";"MOUTIERS SALINS BRIDES";"179";30;"137";""
"1598";"GUINGAMP";"NANTES";"67";NA;"46";""
"1599";"GUINGAMP";"PARIS MONTPARNASSE 1 ET 2";"123";20;"88";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"1600";"GUINGAMP";"PLOUARET TREGOR";"11,5";NA;"7,9";""
"1601";"GUINGAMP";"RENNES";"39";NA;"26";""
"1602";"GUINGAMP";"SALLANCHES COMBLOUX MEGEVE";"179";30;"137";""
"1603";"GUINGAMP";"ST AVRE LA CHAMBRE";"179";NA;"137";""
"1604";"GUINGAMP";"ST BRIEUC";"13,5";NA;"9,1";""
"1605";"GUINGAMP";"ST GERVAIS LES BAINS LE FAYET";"179";30;"137";""
"1606";"GUINGAMP";"ST JEAN DE MAURIENNE ARVAN";"179";NA;"137";""
"1607";"GUINGAMP";"ST MICHEL VALLOIRE";"179";NA;"137";""
"1608";"GUINGAMP";"TGV HAUTE PICARDIE";"158";25;"120";""
"1609";"GUINGAMP";"VITRE";"46";NA;"32";""
"1610";"HAZEBROUCK";"ARRAS";"23";NA;"16";""
"1611";"HAZEBROUCK";"BETHUNE";"14,3";NA;"9,6";""
"1612";"HAZEBROUCK";"LENS";"18,5";NA;"12,6";""
"1613";"HAZEBROUCK";"LILLE EUROPE";"26";NA;"13,2";""
"1614";"HAZEBROUCK";"PARIS NORD";"74";15;"60";""
"1615";"HAZEBROUCK";"ST OMER";"10";NA;"6,5";""
"1616";"HENDAYE";"MASSY TGV";"173";25;"123";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"1617";"HENDAYE";"PARIS MONTPARNASSE 1 ET 2";"173";25;"123";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"1618";"HENDAYE";"RUFFEC CHARENTE";"85";NA;"57";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"1619";"HENDAYE";"ST PIERRE DES CORPS";"114";25;"80";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"1620";"HENDAYE";"AEROPORT CDG 2 TGV ROISSY";"147";25;"112";""
"1621";"HENDAYE";"ANGOULEME";"82";NA;"57";""
"1622";"HENDAYE";"ARRAS";"174";30;"144";""
"1623";"HENDAYE";"BAYONNE";"14,6";NA;"10";""
"1624";"HENDAYE";"BIARRITZ";"11,9";NA;"8";""
"1625";"HENDAYE";"BORDEAUX ST JEAN";"58";NA;"40";""
"1626";"HENDAYE";"CHATELLERAULT";"105";NA;"73";""
"1627";"HENDAYE";"DOUAI";"174";30;"144";""
"1628";"HENDAYE";"FACTURE BIGANOS";"50";NA;"36";""
"1629";"HENDAYE";"FUTUROSCOPE";"102";NA;"70";""
"1630";"HENDAYE";"LIBOURNE";"65";NA;"45";""
"1631";"HENDAYE";"LILLE EUROPE";"174";30;"144";""
"1632";"HENDAYE";"MARNE LA VALLEE CHESSY";"147";25;"112";""
"1633";"HENDAYE";"MASSY TGV";"147";25;"112";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"1634";"HENDAYE";"MORCENX";"27";NA;"19";""
"1635";"HENDAYE";"PARIS AUSTERLITZ";"147";25;"112";""
"1636";"HENDAYE";"PARIS MONTPARNASSE 1 ET 2";"147";25;"112";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"1637";"HENDAYE";"POITIERS";"101";NA;"69";""
"1638";"HENDAYE";"RUFFEC CHARENTE";"82";NA;"55";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"1639";"HENDAYE";"ST JEAN DE LUZ CIBOURE";"8";NA;"4,3";""
"1640";"HENDAYE";"ST PIERRE DES CORPS";"113";25;"79";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"1641";"HENDAYE";"TGV HAUTE PICARDIE";"174";30;"144";""
"1642";"HYERES";"MONTELIMAR";"68";15;"47";""
"1643";"IRUN";"MASSY TGV";"173";25;"123";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"1644";"IRUN";"PARIS MONTPARNASSE 1 ET 2";"173";25;"123";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"1645";"IRUN";"ST PIERRE DES CORPS";"114";25;"80";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"1646";"IRUN";"AEROPORT CDG 2 TGV ROISSY";"147";25;"112";""
"1647";"IRUN";"ANGOULEME";"82";NA;"57";""
"1648";"IRUN";"ARRAS";"174";30;"144";""
"1649";"IRUN";"BAYONNE";"15";NA;"10,6";""
"1650";"IRUN";"BIARRITZ";"12,6";NA;"8,3";""
"1651";"IRUN";"BORDEAUX ST JEAN";"60";NA;"41";""
"1652";"IRUN";"DAX";"27,5";NA;"19,5";""
"1653";"IRUN";"DOUAI";"174";30;"144";""
"1654";"IRUN";"FUTUROSCOPE";"102";NA;"70";""
"1655";"IRUN";"LIBOURNE";"66";NA;"45";""
"1656";"IRUN";"LILLE EUROPE";"174";30;"144";""
"1657";"IRUN";"LILLE FLANDRES";"174";30;"144";""
"1658";"IRUN";"MARNE LA VALLEE CHESSY";"147";25;"112";""
"1659";"IRUN";"MASSY TGV";"147";25;"112";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"1660";"IRUN";"PARIS MONTPARNASSE 1 ET 2";"147";25;"112";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"1661";"IRUN";"POITIERS";"101";NA;"69";""
"1662";"IRUN";"ST JEAN DE LUZ CIBOURE";"8,3";NA;"4,8";""
"1663";"IRUN";"ST PIERRE DES CORPS";"113";25;"79";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"1664";"IRUN";"TGV HAUTE PICARDIE";"174";30;"144";""
"1665";"JUVISY TGV";"AEROPORT CDG 2 TGV ROISSY";"47";NA;"35";""
"1666";"JUVISY TGV";"LA SOUTERRAINE";"80";20;"52";""
"1667";"JUVISY TGV";"LES AUBRAIS ORLEANS";"37";NA;"24";""
"1668";"JUVISY TGV";"LILLE EUROPE";"82";15;"63";""
"1669";"JUVISY TGV";"MARNE LA VALLEE CHESSY";"47";NA;"35";""
"1670";"JUVISY TGV";"VIERZON VILLE";"51";15;"35";""
"1671";"JUVISY";"AEROPORT CDG 2 TGV ROISSY";"47";NA;"35";""
"1672";"JUVISY";"LA SOUTERRAINE";"80";20;"52";""
"1673";"JUVISY";"LES AUBRAIS ORLEANS";"37";NA;"24";""
"1674";"JUVISY";"LILLE EUROPE";"82";15;"63";""
"1675";"JUVISY";"MARNE LA VALLEE CHESSY";"47";NA;"35";""
"1676";"JUVISY";"VIERZON VILLE";"51";15;"35";""
"1677";"LA BAULE ESCOUBLAC";"AEROPORT CDG 2 TGV ROISSY";"128";25;"88";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"1678";"LA BAULE ESCOUBLAC";"MARNE LA VALLEE CHESSY";"128";25;"88";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"1679";"LA BAULE ESCOUBLAC";"PARIS MONTPARNASSE 1 ET 2";"128";25;"88";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"1680";"LA BAULE ESCOUBLAC";"AEROPORT CDG 2 TGV ROISSY";"126";25;"87";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"1681";"LA BAULE ESCOUBLAC";"LE CREUSOT MONTCEAU MONTCHANIN";"140";NA;"107";""
"1682";"LA BAULE ESCOUBLAC";"LILLE EUROPE";"140";25;"108";""
"1683";"LA BAULE ESCOUBLAC";"LYON PART DIEU";"150";25;"113";""
"1684";"LA BAULE ESCOUBLAC";"LYON PERRACHE";"150";25;"113";""
"1685";"LA BAULE ESCOUBLAC";"MARNE LA VALLEE CHESSY";"126";25;"87";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"1686";"LA BAULE ESCOUBLAC";"NANTES";"26,5";NA;"18,5";""
"1687";"LA BAULE ESCOUBLAC";"PARIS MONTPARNASSE 1 ET 2";"126";25;"87";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"1688";"LA BAULE ESCOUBLAC";"SABLE";"54";NA;"38";""
"1689";"LA BAULE ESCOUBLAC";"ST NAZAIRE";"9,2";NA;"6";""
"1690";"LA BAULE ESCOUBLAC";"ST PIERRE DES CORPS";"66";NA;"45";""
"1691";"LA BAULE ESCOUBLAC";"TGV HAUTE PICARDIE";"124";NA;"98";""
"1692";"LA ROCHE SUR FORON";"AEROPORT CDG 2 TGV ROISSY";"150";NA;"109";""
"1693";"LA ROCHE SUR FORON";"AIX LES BAINS LE REVARD";"25";NA;"18";""
"1694";"LA ROCHE SUR FORON";"ANNECY";"15,5";NA;"10,6";""
"1695";"LA ROCHE SUR FORON";"ANNEMASSE";"9";NA;"5,7";""
"1696";"LA ROCHE SUR FORON";"ARRAS";"167";NA;"127";""
